epoch,directory,overall,obj_appearance_order_accuracy,object_abs_distance_MRA:.5:.95:.05,object_counting_MRA:.5:.95:.05,object_rel_direction_accuracy,object_rel_distance_accuracy,object_size_estimation_MRA:.5:.95:.05,room_size_estimation_MRA:.5:.95:.05,route_planning_accuracy
1.0,videor1sft-lora-sft-Scene30k_traineval_426steps_qwen25vl_model_args_9e9a44,18.029522825024586,25.080906148867317,12.338129496402878,43.91150442477876,11.842881745444519,10.28169014084507,29.464847848898213,1.0069444444444444,10.309278350515463
2.0,videor1sft-lora-sft-Scene30k_traineval_852steps_qwen25vl_model_args_13c042,15.238077939744315,22.330097087378643,3.1894484412470026,42.30088495575221,5.127199037372291,9.295774647887324,27.00944386149003,3.888888888888889,8.762886597938143
5.0,videor1sft-lora-sft-Scene30k_traineval_5epochs_merged_qwen25vl_model_args_3cef22,12.395076460972527,24.271844660194176,2.5059952038369304,4.017699115044248,19.169777833907673,27.74647887323944,0.3147953830010493,0.0,21.1340206185567
